0,1
巴西奥运会赛事正如火如荼地进行，即便赛事播出时在国内是半夜时分，很多市民也会熬夜观看。,"Brazil Olympic Games is in full swing. Even if the event is broadcast in the midnight in China, many people will stay up late to watch."
54岁的齐格曼女士点了一份奶油芝士配碎橄榄三明治，而57岁的科先生点了火鸡、土豆泥和蔬菜拼盘。,"Ms. Ziegelman, 54, ordered a cream cheese and chopped olive sandwich, while Mr. Coe, 57, had the turkey, mashed potatoes and vegetable medley."
在得到了第三枚总冠军戒指之后，只有贾巴尔、乔丹和拉塞尔比詹姆斯赢得了更多的常规赛MVP，而乔丹是唯一一个FMVP比詹姆斯多的人。,"After getting the third championship ring, only Jabbar, Jordan and Russell won more regular MVP than that of James, while Jordan was the only one who had more FMVP than that of James."
很多村民听说义诊的专家要来，早早就已经在村里的小广场等待。,"Many villagers learned that clinic experts would come, so they have been waiting in a small square of the village."
按照《居住证暂行条例》规定，上述地区均明确，首次申领居住证，免收证件工本费。,"In accordance with the ""residence permit provisional regulations"", the above cities stipulate clearly that the cost of certificate production shall be exempted in case of initial application of residence permit."
据说，拉赫曼“在竞选时宣称给他投票是忠诚穆斯林教徒的宗教义务。”,"Rahman, it was said, ""ran his campaign on the basis that it was the religious duty of faithful Muslims to vote for him."""
对于辩护人提出的被告人被抓时系未遂犯、未造成后果，认罪态度较好，建议对其从轻处罚的意见予以采纳。,"As the defendant was attempted criminal, not resulting in terrible consequences and having good attitude toward admission of guilt while being caught, it is advisable to take the opinion of giving a lesser punishment."
2015年1月，杜丽宣布重回国家队开始训练，备战里约奥运。,"In January, 2015, Du Li announced the return to the national team to begin training and prepare for the Rio Olympics."
在大萧条发生前的几年，美国人顿顿都是自助餐，尤其是在郊区。,"In the years before the Depression, the American table, especially in rural areas, was an all-you-can-eat buffet."
因此，在常规赛里，詹姆斯的数据很可能进一步下滑，他会把更多的重担分给欧文来承担，不过他仍然会轻松地成为联盟前三的球员。,"Therefore, in the regular season, James's capability is likely to further decline, he will give more weight to Owen to bear, but he will still easily become the league's top three players."
当天在跟岗学习前，中国旅游警察还到莫斯科市旅游警察大队驻地与他们的俄罗斯同行进行交流。,"On the current day before the study, the Chinese tourist police also went to the brigade station of Moscow city police to communicate with their Russian counterparts."
同时，对于家庭经济状况特别困难的，还通过组织社会捐资助学等形式，帮助其完成学业。,It also organized social fund-raising for students who are extremely poor in financial status to help them accomplish their study.
多达300张选票存在疑点，可能是选民假冒他人投票的。,"Up to 300 votes were dubious or the result of personation, where a person votes while posing as someone else."
这位负责人强调，下一步，要坚定不移继续抓好去产能工作，确保完成5年化解粗钢产能1亿~1.5亿吨的目标任务。,The person in charge stressed that the next step is to do a good job to ensure overcapacity cutting and ensuring the objective of resolving 100 million tons-150 million tons of crude steel production capacity within five years.
抗凝血药替卡格雷 (ticagrelor) 可降低心脏病患者的心脏病复发风险。,Anti-clotting drug ticagrelor slashes the risk of repeat attacks for people with heart disease.
宁泽涛在100米自由泳半决赛中的表现，已经让很多中国观众无语。,Ning Zetao's performance in the 100 meters freestyle semi-final has made a lot of Chinese audience speechless.
“可以在自己方便愿意的时候回复朋友，因为有很多斟酌字句的时间，表述也能更清楚。”,"""You can respond to your friends when you are willing, because there is a lot of time to think over the words and you can express it more clearly."
法院经审理认为，被告人李会旺利用伪基站对不特定多数人发送诈骗短信共计６２２２８条，其行为已构成诈骗罪。,"After legal proceedings, the court held that the defendant Li Huiwang used pseudo-base station to send a total of 62,228 fraud messages to a specific number of people. His behavior already constituted a crime of fraud."
该数字已大幅下滑近90%。,The number has slumped by almost 90%.
这位原社区事务大臣、现任反贪一把手表示，拿宗教立场恫吓选民的做法影响恶劣，警方应被获准在投票站外设立警戒线，以此来保护心惊胆战的选民。,"The former communities secretary, now the anti-corruption tsar, said the intimidation of voters on religious grounds was so bad that police should be allowed to put cordons outside polling stations to protect frightened voters."
今年3月15日，俄驻叙主要军事力量开始撤离，但俄方承诺会继续保留驻赫迈米姆空军基地和驻塔尔图斯海军基地。,"On March 15 this year, Russia's major military forces began to evacuate, but the Russian side promised to continue to retain the military base in Heimi Mimi and the naval base in Tartus."
初级医生委员会主席 Ellen McCourt 在周四晚间于推特上发表的一封致成员信中表示，对于导致合同遭到抵制的问题，政府“一贯保持沉默”。,"In a letter to members released on Twitter on Thursday night, the JDC's chair Ellen McCourt said the government had remained ""persistently silent"" on issues which, she said, had resulted in the contract being rejected."
在目前较为主流的观点中，番薯的引进主要有三条线路。,"In the current mainstream view, there are three major lines for the introduction of sweet potato."
