0,1
根据《时代》杂志看到的一份官方文件记录，当情绪持续激化，士兵们通过内部无线电收到命令：“如果人群抵抗超过三次，立即枪决。”但这份文件并没有向当地媒体发布。,"As tempers grew more heated, an order was sent to the soldiers through internal radio: ""If the masses offer resistance more than three times, shoot them dead,"" it said, according to an official document seen by TIME that has not been released to the local media."
能够让新科技造福人类实现更多的民生普惠。,This will enable new technologies that can benefit mankind and achieve more benefits for people’s livelihood.
他又说“当时很挤，他们开了很多枪。”,"""It was crowded, many shots were fired,"" he adds."
芝加哥警察局首席联络官安东尼·古列尔米表示强烈鼓励嫌犯向当局自首。,Chief Communications Officer of the Chicago Police Department Anthony Guglielmi said he strongly encourages the suspects to surrender to authorities.
但卡特的律师说这是“一个可怕的后果，她感到非常后悔。”,"But Carter's lawyer said it was a ""horrible circumstance that she completely regrets."""
丁薛祥、杨洁篪等参加会见。,Ding Xuexiang and Yang Jiechi attended the meeting.
进一步领会习近平总书记， 对于我国未来的宏伟的蓝图的规划,and further exploring the magnificent blueprint for the future of our country.
一代又一代的达雷尔男人通过嫁给富有的老女人来解决他们的债务问题，我想他们应该是一群英俊的小伙子，懂得如何追求女人。”,"Different generations of Darrell men solved their debt crises by marrying rich old women - I imagine them as a bunch of handsome guys, with a knack for wooing heiresses."""
“如果你觑着眼看，你几乎会相信它正在睡觉”，皇家泰瑞尔博物馆科学家、第一作者迦勒?布朗 (Caleb Brown) 说道。该生物就在该展览馆展出,"'If you just squint your eyes a bit, you could almost believe it was sleeping,' said lead author Caleb Brown, a scientist at the Royal Tyrrell Museum where the creature is on display."
近日，澳大利亚的一名父亲为了搜寻失踪的儿子，竟然雇佣了一架直升机，最终成功救出开车冲到灌木丛中的儿子。,"Recently, a father in Australia actually hired a helicopter to search for his missing son. In the end, he successfully rescued his son who drove into some bushes."
史蒂文斯先生说：“这项重大的新干预措施应该对预防艾滋病毒起到广泛的和越来越成功的补充和强化作用。,Mr Stevens said: 'This major new intervention should complement and supercharge the wide-ranging and increasingly successful effort to prevent HIV.
省旅游局相关负责人介绍，在旅游风情小镇的创建热潮下，现在我省各地乡镇更加重视个性化旅游产业的打造，新的旅游项目与业态层出不穷，为游客带来了丰富体验，赢得了良好口碑。,"The responsible people of the Provincial Tourism Bureau established that with the rise of these tourism style towns, we must now pay more attention to the construction of the personalized tourism industry and new tourism projects and formats emerging one after another. These have brought rich experiences to tourists and earned glowing reputations."
他强调，我国正处在由大向强发展的关键阶段，前景十分光明，挑战也十分严峻。,He stressed that China is developing into a powerful country from a big country in this key stage. China has a promising future on one hand and is also facing severe challenges on the other hand.
加西亚伸出右手说道：“冠军，你好吗？,"Garcia extended his right hand and said, ""How you doing, champ?"
但直白地讲，她们的“个性”并不能代表真实的女性。,"But, pointedly, when it comes to their ""personalities"" the robots do not represent real women."
本台消息，为推动兴起学习宣传贯彻党的十九大精神热潮，中央决定由中宣部会同中央有关部门组成,"According to our news, for promoting the upsurge of studying, propagating and implementing the essence of the 19th National Congress of CPC, the Party central committee decided to designate the Propaganda Department of the Central Committee of the CPC to joint hands with relevant departments of the central committee in setting up a propaganda team."
《毒枭》第三季将于 9 月 1 日亮相。,Season three of Narcos will debut 1 September.
上周五，在数次调解失败之后，最高法院首次举行了听证会。,"Last Friday, after several failed mediations, the first Supreme Court hearing was held."
各级要以高度政治自觉和走在前列标准，把《习近平谈治国理政》第二卷和先期出版的,"At all levels, we should have the highest political consciousness and the highest standards and take on the first"
